ABBREV,YEAR,ATHPC
NIC,1892,0
NIC,1893,0.000259711
NIC,1894,0.000230389
NIC,1895,0.000226925
NIC,1896,0.000223428
NIC,1897,0.000219903
NIC,1898,0.000216356
NIC,1899,0.000212788
NIC,1900,0.000209205
NIC,1901,0.000207985
NIC,1902,0.000413086
NIC,1903,0.000409777
NIC,1904,0.000406067
NIC,1905,0.000401975
NIC,1906,0.000596292
NIC,1907,0.000589131
NIC,1908,0.000581514
NIC,1909,0.000573487
NIC,1910,0.00075345
NIC,1911,0.000741816
NIC,1912,0.000912251
NIC,1913,0.001076183
NIC,1914,0.001057254
NIC,1915,0.001210983
NIC,1916,0.001357935
NIC,1917,0.00149808
NIC,1918,0.001631425
NIC,1919,0.00175802
NIC,1920,0.001877934
NIC,1921,0.002144348
NIC,1922,0.002247827
NIC,1923,0.002491591
NIC,1924,0.002722722
NIC,1925,0.002941506
NIC,1926,0.003285147
NIC,1927,0.003610818
NIC,1928,0.003919018
NIC,1929,0.004210284
NIC,1930,0.004609759
NIC,1931,0.005109203
NIC,1932,0.005581948
NIC,1933,0.006145127
NIC,1934,0.006678008
NIC,1935,0.007292221
NIC,1936,0.007980992
NIC,1937,0.008632624
NIC,1938,0.009454146
NIC,1939,0.010331987
NIC,1940,0.011358718
NIC,1941,0.012331128
NIC,1942,0.013531484
NIC,1943,0.014759879
NIC,1944,0.016101541
NIC,1945,0.017633544
NIC,1946,0.019255793
NIC,1947,0.02104269
NIC,1948,0.022980601
NIC,1949,0.025135698
NIC,1950,0.027490497
NIC,1951,0.029960804
NIC,1952,0.032518547
NIC,1953,0.03528307
NIC,1954,0.038291607
NIC,1955,0.041445073
NIC,1956,0.044915762
NIC,1957,0.048608813
NIC,1958,0.052685108
NIC,1959,0.05705598
NIC,1960,0.061869752
NIC,1961,0.06714379
NIC,1962,0.072936989
NIC,1963,0.079234779
NIC,1964,0.086058818
NIC,1965,0.093472764
NIC,1966,0.10154181
NIC,1967,0.110280015
NIC,1968,0.119772471
NIC,1969,0.130043983
NIC,1970,0.141195402
NIC,1971,0.162982643
NIC,1972,0.190094903
NIC,1973,0.22042188
NIC,1974,0.252226621
NIC,1975,0.284079939
NIC,1976,0.314719468
NIC,1977,0.343263924
NIC,1978,0.368958056
NIC,1979,0.391371757
NIC,1980,0.410165191
NIC,1981,0.425020039
NIC,1982,0.435799211
NIC,1983,0.442468464
NIC,1984,0.445091963
NIC,1985,0.443801463
NIC,1986,0.438698381
NIC,1987,0.429957718
NIC,1988,0.417568266
NIC,1989,0.401650995
NIC,1990,0.382380396
NIC,1991,0.36010626
NIC,1992,0.348280966
NIC,1993,0.336061031
NIC,1994,0.323288709
NIC,1995,0.309676737
NIC,1996,0.342836946
NIC,1997,0.355572939
NIC,1998,0.351443768
NIC,1999,0.333639026
NIC,2000,0.304945976
NIC,2001,0.29750526
NIC,2002,0.305738717
NIC,2003,0.309948176
NIC,2004,0.310525835
NIC,2005,0.307752252
NIC,2006,0.302006334
NIC,2007,0.293655396
NIC,2008,0.283044636
NIC,2009,0.270532846
NIC,2010,0.256425798
NIC,2011,0.240986794
NIC,2012,0.22443293
NIC,2013,0.206974983
NIC,2014,0.188812181
NIC,2015,0.154619381
COS,1741,0
COS,1742,0
COS,1743,0
COS,1744,0
COS,1745,0
COS,1746,0
COS,1747,0
COS,1748,0
COS,1749,0
COS,1750,0
COS,1751,0
COS,1752,0
COS,1753,0
COS,1754,0
COS,1755,0
COS,1756,0
COS,1757,0
COS,1758,0
COS,1759,0
COS,1760,0
COS,1761,0
COS,1762,0
COS,1763,0
COS,1764,0
COS,1765,0
COS,1766,0
COS,1767,0
COS,1768,0
COS,1769,0
COS,1770,0
COS,1771,0
COS,1772,0
COS,1773,0
COS,1774,0
COS,1775,0
COS,1776,0
COS,1777,0
COS,1778,0
COS,1779,0
COS,1780,0
COS,1781,0
COS,1782,0
COS,1783,0
COS,1784,0
COS,1785,0
COS,1786,0
COS,1787,0
COS,1788,0
COS,1789,0
COS,1790,0
COS,1791,0
COS,1792,0
COS,1793,0
COS,1794,0
COS,1795,0
COS,1796,0
COS,1797,0
COS,1798,0
COS,1799,0
COS,1800,0
COS,1801,0
COS,1802,0
COS,1803,0
COS,1804,0
COS,1805,0
COS,1806,0
COS,1807,0
COS,1808,0
COS,1809,0
COS,1810,0
COS,1811,0
COS,1812,0
COS,1813,0
COS,1814,0
COS,1815,0
COS,1816,0
COS,1817,0
COS,1818,0
COS,1819,0
COS,1820,0
COS,1821,0
COS,1822,0
COS,1823,0
COS,1824,0
COS,1825,0
COS,1826,0
COS,1827,0
COS,1828,0
COS,1829,0
COS,1830,0
COS,1831,0
COS,1832,0
COS,1833,0
COS,1834,0
COS,1835,0
COS,1836,0
COS,1837,0
COS,1838,0
COS,1839,0
COS,1840,0
COS,1841,0
COS,1842,0
COS,1843,0
COS,1844,0
COS,1845,0
COS,1846,0
COS,1847,0
COS,1848,0
COS,1849,0
COS,1850,0
COS,1851,0
COS,1852,0
COS,1853,0
COS,1854,0
COS,1855,0
COS,1856,0
COS,1857,0
COS,1858,0
COS,1859,0
COS,1860,0
COS,1861,0
COS,1862,0
COS,1863,0
COS,1864,0
COS,1865,0
COS,1866,0
COS,1867,0
COS,1868,0
COS,1869,0
COS,1870,0
COS,1871,0
COS,1872,0
COS,1873,0
COS,1874,0
COS,1875,0
COS,1876,0
COS,1877,0
COS,1878,0
COS,1879,0
COS,1880,0
COS,1881,0
COS,1882,0
COS,1883,0
COS,1884,0
COS,1885,0
COS,1886,0
COS,1887,0
COS,1888,0
COS,1889,0
COS,1890,0
COS,1891,0
COS,1892,0
COS,1893,0
COS,1894,0
COS,1895,0
COS,1896,0
COS,1897,0
COS,1898,0
COS,1899,0
COS,1900,0
COS,1901,0.000330123
COS,1902,0.000647515
COS,1903,0.000635193
COS,1904,0.000934882
COS,1905,0.001223376
COS,1906,0.001501186
COS,1907,0.001473996
COS,1908,0.001737142
COS,1909,0.00199082
COS,1910,0.002235442
COS,1911,0.002471407
COS,1912,0.002699077
COS,1913,0.002918802
COS,1914,0.003130919
COS,1915,0.003335737
COS,1916,0.003533551
COS,1917,0.003724644
COS,1918,0.003909294
COS,1919,0.004087747
COS,1920,0.004260254
COS,1921,0.004427037
COS,1922,0.004817729
COS,1923,0.004970212
COS,1924,0.005117696
COS,1925,0.005260355
COS,1926,0.005614302
COS,1927,0.005744681
COS,1928,0.005982626
COS,1929,0.006199144
COS,1930,0.006395386
COS,1931,0.006572535
COS,1932,0.006913667
COS,1933,0.007050347
COS,1934,0.007342194
COS,1935,0.007443455
COS,1936,0.00769163
COS,1937,0.007917447
COS,1938,0.008122329
COS,1939,0.008307633
COS,1940,0.00847466
COS,1941,0.008761531
COS,1942,0.008891448
COS,1943,0.009135417
COS,1944,0.009358015
COS,1945,0.009560646
COS,1946,0.009744632
COS,1947,0.010025143
COS,1948,0.010172153
COS,1949,0.010411501
COS,1950,0.010422214
COS,1951,0.023424214
COS,1952,0.036421806
COS,1953,0.049417011
COS,1954,0.06242618
COS,1955,0.075382784
COS,1956,0.088404045
COS,1957,0.101422414
COS,1958,0.114453711
COS,1959,0.127426758
COS,1960,0.140430689
COS,1961,0.153409749
COS,1962,0.166412696
COS,1963,0.179452911
COS,1964,0.192448452
COS,1965,0.205457255
COS,1966,0.218427971
COS,1967,0.231425896
COS,1968,0.244437188
COS,1969,0.257407635
COS,1970,0.270435005
COS,1971,0.293410242
COS,1972,0.316325009
COS,1973,0.339271963
COS,1974,0.362244457
COS,1975,0.385189354
COS,1976,0.408135384
COS,1977,0.431122154
COS,1978,0.454073489
COS,1979,0.477025896
COS,1980,0.499977201
COS,1981,0.522915065
COS,1982,0.545859218
COS,1983,0.568818033
COS,1984,0.591780066
COS,1985,0.614746511
COS,1986,0.637668312
COS,1987,0.66064018
COS,1988,0.683599591
COS,1989,0.706536353
COS,1990,0.729491055
COS,1991,0.752443433
COS,1992,0.775388718
COS,1993,0.798352599
COS,1994,0.82129389
COS,1995,0.844250441
COS,1996,0.867203653
COS,1997,0.89015609
COS,1998,0.913130641
COS,1999,0.936076224
COS,2000,0.959023833
COS,2001,0.946256995
COS,2002,0.933498859
COS,2003,0.920728922
COS,2004,0.90796864
COS,2005,0.895207286
COS,2006,0.882428706
COS,2007,0.869671702
COS,2008,0.856890142
COS,2009,0.844135404
COS,2010,0.831369221
COS,2011,0.805871189
COS,2012,0.780357659
COS,2013,0.754839182
COS,2014,0.729337394
COS,2015,0.703828096
PAN,1800,0
PAN,1801,0
PAN,1802,0
PAN,1803,0
PAN,1804,0
PAN,1805,0
PAN,1806,0
PAN,1807,0
PAN,1808,0
PAN,1809,0
PAN,1810,0
PAN,1811,0
PAN,1812,0
PAN,1813,0
PAN,1814,0
PAN,1815,0
PAN,1816,0
PAN,1817,0
PAN,1818,0
PAN,1819,0
PAN,1820,0
PAN,1821,0
PAN,1822,0
PAN,1823,0
PAN,1824,0
PAN,1825,0
PAN,1826,0
PAN,1827,0
PAN,1828,0
PAN,1829,0
PAN,1830,0
PAN,1831,0
PAN,1832,0
PAN,1833,0
PAN,1834,0
PAN,1835,0
PAN,1836,0
PAN,1837,0
PAN,1838,0
PAN,1839,0
PAN,1840,0
PAN,1841,0
PAN,1842,0
PAN,1843,0
PAN,1844,0
PAN,1845,0
PAN,1846,0
PAN,1847,0
PAN,1848,0
PAN,1849,0
PAN,1850,0
PAN,1851,0
PAN,1852,0
PAN,1853,0
PAN,1854,0
PAN,1855,0
PAN,1856,0
PAN,1857,0
PAN,1858,0
PAN,1859,0
PAN,1860,0
PAN,1861,0
PAN,1862,0
PAN,1863,0
PAN,1864,0
PAN,1865,0
PAN,1866,0
PAN,1867,0
PAN,1868,0
PAN,1869,0
PAN,1870,0
PAN,1871,0
PAN,1872,0
PAN,1873,0
PAN,1874,0
PAN,1875,0
PAN,1876,0
PAN,1877,0
PAN,1878,0
PAN,1879,0
PAN,1880,0
PAN,1881,0
PAN,1882,0
PAN,1883,0
PAN,1884,0
PAN,1885,0
PAN,1886,0
PAN,1887,0
PAN,1888,0
PAN,1889,0
PAN,1890,0
PAN,1891,0
PAN,1892,0
PAN,1893,0
PAN,1894,0
PAN,1895,0
PAN,1896,0
PAN,1897,0
PAN,1898,0
PAN,1899,0
PAN,1900,0
PAN,1901,0.000371946
PAN,1902,0.001091759
PAN,1903,0.002136745
PAN,1904,0.003136861
PAN,1905,0.004093789
PAN,1906,0.005009
PAN,1907,0.005883814
PAN,1908,0.007039437
PAN,1909,0.007830216
PAN,1910,0.008890552
PAN,1911,0.009901792
PAN,1912,0.010865097
PAN,1913,0.01178161
PAN,1914,0.012652355
PAN,1915,0.013478386
PAN,1916,0.014529722
PAN,1917,0.015526479
PAN,1918,0.016469928
PAN,1919,0.017361198
PAN,1920,0.018201541
PAN,1921,0.019232618
PAN,1922,0.020204252
PAN,1923,0.021117967
PAN,1924,0.021975214
PAN,1925,0.022996562
PAN,1926,0.023954248
PAN,1927,0.024850065
PAN,1928,0.025889678
PAN,1929,0.026662316
PAN,1930,0.02776699
PAN,1931,0.028608888
PAN,1932,0.029574042
PAN,1933,0.03047049
PAN,1934,0.031476624
PAN,1935,0.03241013
PAN,1936,0.033273697
PAN,1937,0.034232955
PAN,1938,0.035278246
PAN,1939,0.03609046
PAN,1940,0.037137456
PAN,1941,0.038104709
PAN,1942,0.038995411
PAN,1943,0.03995245
PAN,1944,0.040832214
PAN,1945,0.04177054
PAN,1946,0.042760547
PAN,1947,0.043669716
PAN,1948,0.044624358
PAN,1949,0.045618422
PAN,1950,0.046530023
PAN,1951,0.050717879
PAN,1952,0.05495435
PAN,1953,0.059221741
PAN,1954,0.063399114
PAN,1955,0.067683823
PAN,1956,0.071953923
PAN,1957,0.076099105
PAN,1958,0.080395103
PAN,1959,0.084631212
PAN,1960,0.08879678
PAN,1961,0.093055859
PAN,1962,0.097307652
PAN,1963,0.101547919
PAN,1964,0.10577666
PAN,1965,0.109993175
PAN,1966,0.114196651
PAN,1967,0.118453152
PAN,1968,0.122677147
PAN,1969,0.12685594
PAN,1970,0.131113619
PAN,1971,0.143751606
PAN,1972,0.156421527
PAN,1973,0.16906023
PAN,1974,0.181741774
PAN,1975,0.194360897
PAN,1976,0.207037956
PAN,1977,0.219654411
PAN,1978,0.23231478
PAN,1979,0.244952738
PAN,1980,0.257609636
PAN,1981,0.270278662
PAN,1982,0.282907039
PAN,1983,0.295581222
PAN,1984,0.30823952
PAN,1985,0.320870399
PAN,1986,0.333506852
PAN,1987,0.346180469
PAN,1988,0.358835727
PAN,1989,0.371463597
PAN,1990,0.384134412
PAN,1991,0.396765471
PAN,1992,0.409423262
PAN,1993,0.422102094
PAN,1994,0.434745342
PAN,1995,0.447386444
PAN,1996,0.460025519
PAN,1997,0.472703606
PAN,1998,0.485336363
PAN,1999,0.497981101
PAN,2000,0.510639548
PAN,2001,0.545177042
PAN,2002,0.57973218
PAN,2003,0.614268005
PAN,2004,0.648804784
PAN,2005,0.683336616
PAN,2006,0.717871308
PAN,2007,0.752414346
PAN,2008,0.786954165
PAN,2009,0.821514606
PAN,2010,0.856040537
PAN,2011,0.890580833
PAN,2012,0.925139189
PAN,2013,0.959670067
PAN,2014,0.994199157
PAN,2015,1.028748989
COL,1800,0
COL,1801,0
COL,1802,0
COL,1803,0
COL,1804,0
COL,1805,0
COL,1806,0
COL,1807,0
COL,1808,0
COL,1809,0
COL,1810,0
COL,1811,0
COL,1812,0
COL,1813,0
COL,1814,0
COL,1815,0
COL,1816,0
COL,1817,0
COL,1818,0
COL,1819,0
COL,1820,0
COL,1821,0
COL,1822,0
COL,1823,0
COL,1824,0
COL,1825,0
COL,1826,0
COL,1827,0
COL,1828,0
COL,1829,0
COL,1830,0
COL,1831,0
COL,1832,0
COL,1833,0
COL,1834,0
COL,1835,0
COL,1836,0
COL,1837,0
COL,1838,0
COL,1839,0
COL,1840,0
COL,1841,0
COL,1842,0
COL,1843,0
COL,1844,0
COL,1845,0
COL,1846,0
COL,1847,0
COL,1848,0
COL,1849,4.59E-05
COL,1850,0.0005
COL,1851,0.000989735
COL,1852,0.001425284
COL,1853,0.001896739
COL,1854,0.002359659
COL,1855,0.002814563
COL,1856,0.00326194
COL,1857,0.003744805
COL,1858,0.004178139
COL,1859,0.00464714
COL,1860,0.005109686
COL,1861,0.005566198
COL,1862,0.006017061
COL,1863,0.006462658
COL,1864,0.006903342
COL,1865,0.007379568
COL,1866,0.007811195
COL,1867,0.00827852
COL,1868,0.008741772
COL,1869,0.009162113
COL,1870,0.00961838
COL,1871,0.010108394
COL,1872,0.010541661
COL,1873,0.010994612
COL,1874,0.011465853
COL,1875,0.011918235
COL,1876,0.012387448
COL,1877,0.012837619
COL,1878,0.013303274
COL,1879,0.013749728
COL,1880,0.014210405
COL,1881,0.014684145
COL,1882,0.015138033
COL,1883,0.015603883
COL,1884,0.016080625
COL,1885,0.016537026
COL,1886,0.017003356
COL,1887,0.017449426
COL,1888,0.017904527
COL,1889,0.018367741
COL,1890,0.018838201
COL,1891,0.019287862
COL,1892,0.019770905
COL,1893,0.020232344
COL,1894,0.020698756
COL,1895,0.021143863
COL,1896,0.021618467
COL,1897,0.022071229
COL,1898,0.022551296
COL,1899,0.023009082
COL,1900,0.02346867
COL,1901,0.025599027
COL,1902,0.027787469
COL,1903,0.031892039
COL,1904,0.034279361
COL,1905,0.036672149
COL,1906,0.039129402
COL,1907,0.041595094
COL,1908,0.044125848
COL,1909,0.046667799
COL,1910,0.049254466
COL,1911,0.051876079
COL,1912,0.054543495
COL,1913,0.05721819
COL,1914,0.059298255
COL,1915,0.061524931
COL,1916,0.06392017
COL,1917,0.066469543
COL,1918,0.069176562
COL,1919,0.072028115
COL,1920,0.075043201
COL,1921,0.078223221
COL,1922,0.08156877
COL,1923,0.085065089
COL,1924,0.088726297
COL,1925,0.092550382
COL,1926,0.096548058
COL,1927,0.100714535
COL,1928,0.105044119
COL,1929,0.109542988
COL,1930,0.114202678
COL,1931,0.119068049
COL,1932,0.124099106
COL,1933,0.129295111
COL,1934,0.134653449
COL,1935,0.140181243
COL,1936,0.145871863
COL,1937,0.151717082
COL,1938,0.157718018
COL,1939,0.163873523
COL,1940,0.17018038
COL,1941,0.176623315
COL,1942,0.183215737
COL,1943,0.189938739
COL,1944,0.196801081
COL,1945,0.203799322
COL,1946,0.210928008
COL,1947,0.218179986
COL,1948,0.225555077
COL,1949,0.233042613
COL,1950,0.240663186
COL,1951,0.229378879
COL,1952,0.219966963
COL,1953,0.212179124
COL,1954,0.205834165
COL,1955,0.200756446
COL,1956,0.19678019
COL,1957,0.193780497
COL,1958,0.191634998
COL,1959,0.190223247
COL,1960,0.189449474
COL,1961,0.189220399
COL,1962,0.189449638
COL,1963,0.190040246
COL,1964,0.190926984
COL,1965,0.192031845
COL,1966,0.193276733
COL,1967,0.194615141
COL,1968,0.196067348
COL,1969,0.197673917
COL,1970,0.199445054
COL,1971,0.199394226
COL,1972,0.199349344
COL,1973,0.199298784
COL,1974,0.199248001
COL,1975,0.199200481
COL,1976,0.19915168
COL,1977,0.19910346
COL,1978,0.199055389
COL,1979,0.199004114
COL,1980,0.198955178
COL,1981,0.198907569
COL,1982,0.198858604
COL,1983,0.198810279
COL,1984,0.198760584
COL,1985,0.198712185
COL,1986,0.198662579
COL,1987,0.198615119
COL,1988,0.198565409
COL,1989,0.198516309
COL,1990,0.198467746
COL,1991,0.19842042
COL,1992,0.19837068
COL,1993,0.198322043
COL,1994,0.198272631
COL,1995,0.198224023
COL,1996,0.198175833
COL,1997,0.198127031
COL,1998,0.198077902
COL,1999,0.198029697
COL,2000,0.197980598
COL,2001,0.20293051
COL,2002,0.207877845
COL,2003,0.212826639
COL,2004,0.21777609
COL,2005,0.222725153
COL,2006,0.227674931
COL,2007,0.232623816
COL,2008,0.237572506
COL,2009,0.242520988
COL,2010,0.247471035
COL,2011,0.247396663
COL,2012,0.247323975
COL,2013,0.247250021
COL,2014,0.247178406
COL,2015,0.246738955
VEN,1800,0
VEN,1801,0
VEN,1802,0
VEN,1803,0
VEN,1804,0
VEN,1805,0
VEN,1806,0
VEN,1807,0
VEN,1808,0
VEN,1809,0
VEN,1810,0
VEN,1811,0
VEN,1812,0
VEN,1813,0
VEN,1814,0
VEN,1815,0
VEN,1816,0
VEN,1817,0
VEN,1818,0
VEN,1819,0
VEN,1820,0
VEN,1821,0
VEN,1822,0
VEN,1823,0
VEN,1824,0
VEN,1825,0
VEN,1826,0
VEN,1827,0
VEN,1828,0
VEN,1829,0
VEN,1830,0
VEN,1831,0
VEN,1832,0
VEN,1833,0
VEN,1834,0
VEN,1835,0
VEN,1836,0
VEN,1837,0
VEN,1838,0
VEN,1839,0
VEN,1840,0
VEN,1841,0
VEN,1842,0
VEN,1843,0
VEN,1844,0
VEN,1845,0
VEN,1846,0
VEN,1847,0
VEN,1848,0
VEN,1849,0
VEN,1850,0
VEN,1851,0
VEN,1852,0
VEN,1853,0
VEN,1854,0
VEN,1855,0
VEN,1856,0
VEN,1857,0
VEN,1858,0
VEN,1859,0
VEN,1860,0
VEN,1861,0
VEN,1862,0
VEN,1863,0
VEN,1864,0
VEN,1865,0
VEN,1866,0
VEN,1867,0
VEN,1868,0
VEN,1869,0
VEN,1870,0
VEN,1871,0
VEN,1872,0
VEN,1873,0
VEN,1874,0
VEN,1875,0
VEN,1876,0
VEN,1877,0
VEN,1878,0
VEN,1879,0
VEN,1880,0
VEN,1881,0
VEN,1882,0
VEN,1883,0
VEN,1884,0
VEN,1885,0
VEN,1886,0
VEN,1887,0
VEN,1888,0
VEN,1889,0
VEN,1890,0
VEN,1891,0
VEN,1892,0
VEN,1893,0
VEN,1894,0
VEN,1895,0
VEN,1896,0
VEN,1897,0
VEN,1898,0
VEN,1899,0
VEN,1900,0
VEN,1901,3.87E-05
VEN,1902,0.000190723
VEN,1903,0.000376485
VEN,1904,0.000595338
VEN,1905,0.000773173
VEN,1906,0.000948208
VEN,1907,0.001120901
VEN,1908,0.001327495
VEN,1909,0.001496256
VEN,1910,0.001698927
VEN,1911,0.001864623
VEN,1912,0.002063994
VEN,1913,0.002261656
VEN,1914,0.002422928
VEN,1915,0.00261707
VEN,1916,0.002809079
VEN,1917,0.002998678
VEN,1918,0.003185526
VEN,1919,0.003369224
VEN,1920,0.003549323
VEN,1921,0.00372532
VEN,1922,0.003929704
VEN,1923,0.004095601
VEN,1924,0.004288166
VEN,1925,0.004473704
VEN,1926,0.004651539
VEN,1927,0.004852506
VEN,1928,0.005043689
VEN,1929,0.005224388
VEN,1930,0.00539394
VEN,1931,0.005581593
VEN,1932,0.005785375
VEN,1933,0.005974378
VEN,1934,0.006148101
VEN,1935,0.00633393
VEN,1936,0.006529871
VEN,1937,0.006707322
VEN,1938,0.006892159
VEN,1939,0.007082523
VEN,1940,0.00725187
VEN,1941,0.007448631
VEN,1942,0.007645803
VEN,1943,0.007819084
VEN,1944,0.008013342
VEN,1945,0.008182394
VEN,1946,0.008368727
VEN,1947,0.008569383
VEN,1948,0.008742538
VEN,1949,0.008927169
VEN,1950,0.009120797
VEN,1951,0.011786926
VEN,1952,0.014592069
VEN,1953,0.01751899
VEN,1954,0.020567199
VEN,1955,0.023748323
VEN,1956,0.027039325
VEN,1957,0.030455777
VEN,1958,0.034004245
VEN,1959,0.037683446
VEN,1960,0.041476179
VEN,1961,0.045392856
VEN,1962,0.049439229
VEN,1963,0.053612426
VEN,1964,0.057913173
VEN,1965,0.062332731
VEN,1966,0.066878669
VEN,1967,0.071542189
VEN,1968,0.076337107
VEN,1969,0.08125145
VEN,1970,0.086297974
VEN,1971,0.109408744
VEN,1972,0.130640015
VEN,1973,0.150083438
VEN,1974,0.16778481
VEN,1975,0.18376635
VEN,1976,0.198076412
VEN,1977,0.210797295
VEN,1978,0.222009897
VEN,1979,0.2318082
VEN,1980,0.240277633
VEN,1981,0.247490764
VEN,1982,0.253504664
VEN,1983,0.258356571
VEN,1984,0.262068003
VEN,1985,0.264689535
VEN,1986,0.266259968
VEN,1987,0.266849458
VEN,1988,0.266554832
VEN,1989,0.265469909
VEN,1990,0.263679922
VEN,1991,0.261220515
VEN,1992,0.258107513
VEN,1993,0.254354864
VEN,1994,0.249972299
VEN,1995,0.244967356
VEN,1996,0.239359319
VEN,1997,0.233170301
VEN,1998,0.226396516
VEN,1999,0.219049335
VEN,2000,0.211135134
VEN,2001,0.211417511
VEN,2002,0.211700052
VEN,2003,0.211984485
VEN,2004,0.212267146
VEN,2005,0.212550923
VEN,2006,0.212833896
VEN,2007,0.213113829
VEN,2008,0.213399738
VEN,2009,0.213679895
VEN,2010,0.213965878
VEN,2011,0.214247629
VEN,2012,0.214529008
VEN,2013,0.214813396
VEN,2014,0.215095371
VEN,2015,0.215378106
GUY,1900,0
GUY,1901,0
GUY,1902,0
GUY,1903,0
GUY,1904,0
GUY,1905,0
GUY,1906,0
GUY,1907,0
GUY,1908,0
GUY,1909,0
GUY,1910,0
GUY,1911,0
GUY,1912,0
GUY,1913,0
GUY,1914,0
GUY,1915,0
GUY,1916,0
GUY,1917,0
GUY,1918,0
GUY,1919,0
GUY,1920,0
GUY,1921,0
GUY,1922,0
GUY,1923,0
GUY,1924,0
GUY,1925,0
GUY,1926,0
GUY,1927,0
GUY,1928,0
GUY,1929,0
GUY,1930,0
GUY,1931,0
GUY,1932,0
GUY,1933,0
GUY,1934,0
GUY,1935,0
GUY,1936,0
GUY,1937,0
GUY,1938,0
GUY,1939,0
GUY,1940,0
GUY,1941,0
GUY,1942,0
GUY,1943,0
GUY,1944,0
GUY,1945,0
GUY,1946,0
GUY,1947,0
GUY,1948,0
GUY,1949,0
GUY,1950,0
GUY,1951,0.000237931
GUY,1952,0.031432834
GUY,1953,0.061026841
GUY,1954,0.090869337
GUY,1955,0.120402195
GUY,1956,0.150157049
GUY,1957,0.179769009
GUY,1958,0.209554091
GUY,1959,0.239286453
GUY,1960,0.268865794
GUY,1961,0.298607975
GUY,1962,0.328360736
GUY,1963,0.358062148
GUY,1964,0.387713939
GUY,1965,0.417448908
GUY,1966,0.44705677
GUY,1967,0.476795644
GUY,1968,0.506419957
GUY,1969,0.536167681
GUY,1970,0.565874159
GUY,1971,0.600303233
GUY,1972,0.634944677
GUY,1973,0.669839442
GUY,1974,0.704986274
GUY,1975,0.740238369
GUY,1976,0.775890529
GUY,1977,0.811599553
GUY,1978,0.847616553
GUY,1979,0.883868933
GUY,1980,0.920273483
GUY,1981,0.916433096
GUY,1982,0.912579298
GUY,1983,0.908803165
GUY,1984,0.904821157
GUY,1985,0.900864422
GUY,1986,0.896905482
GUY,1987,0.892841578
GUY,1988,0.888726175
GUY,1989,0.884559751
GUY,1990,0.880349636
GUY,1991,0.876095116
GUY,1992,0.90284425
GUY,1993,0.92969954
GUY,1994,0.956680477
GUY,1995,0.983769
GUY,1996,1.011102557
GUY,1997,1.038489938
GUY,1998,1.066164255
GUY,1999,1.09390974
GUY,2000,1.121772885
GUY,2001,1.141203165
GUY,2002,1.160398126
GUY,2003,1.123580337
GUY,2004,1.087094188
GUY,2005,1.050781488
GUY,2006,1.014784098
GUY,2007,0.979161441
GUY,2008,0.943729162
GUY,2009,0.908692539
GUY,2010,0.873816311
GUY,2011,0.844707429
GUY,2012,0.81539011
GUY,2013,0.786036849
GUY,2014,0.756650448
GUY,2015,0.727038085
SUR,1874,0
SUR,1875,0
SUR,1876,0
SUR,1877,0
SUR,1878,0
SUR,1879,0
SUR,1880,0
SUR,1881,0
SUR,1882,0
SUR,1883,0
SUR,1884,0
SUR,1885,0
SUR,1886,0
SUR,1887,0
SUR,1888,0
SUR,1889,0
SUR,1890,0
SUR,1891,0
SUR,1892,0
SUR,1893,0
SUR,1894,0
SUR,1895,0
SUR,1896,0
SUR,1897,0
SUR,1898,0
SUR,1899,0
SUR,1900,0
SUR,1901,0
SUR,1902,0
SUR,1903,0
SUR,1904,0
SUR,1905,0
SUR,1906,0
SUR,1907,0
SUR,1908,0
SUR,1909,0
SUR,1910,0
SUR,1911,0
SUR,1912,0
SUR,1913,0
SUR,1914,0
SUR,1915,0
SUR,1916,0
SUR,1917,0
SUR,1918,0
SUR,1919,0
SUR,1920,0
SUR,1921,0
SUR,1922,0
SUR,1923,0
SUR,1924,0
SUR,1925,0
SUR,1926,0
SUR,1927,0
SUR,1928,0
SUR,1929,0
SUR,1930,0
SUR,1931,0
SUR,1932,0
SUR,1933,0
SUR,1934,0
SUR,1935,0
SUR,1936,0
SUR,1937,0
SUR,1938,0
SUR,1939,0
SUR,1940,0
SUR,1941,0
SUR,1942,0
SUR,1943,0
SUR,1944,0
SUR,1945,0
SUR,1946,0
SUR,1947,0
SUR,1948,0
SUR,1949,0
SUR,1950,0
SUR,1951,0
SUR,1952,0
SUR,1953,0
SUR,1954,0
SUR,1955,0
SUR,1956,0
SUR,1957,0
SUR,1958,0
SUR,1959,0
SUR,1960,0
SUR,1961,0
SUR,1962,0
SUR,1963,0
SUR,1964,0
SUR,1965,0
SUR,1966,0
SUR,1967,0
SUR,1968,0
SUR,1969,0
SUR,1970,0
SUR,1971,0.001341853
SUR,1972,0.004578286
SUR,1973,0.007601631
SUR,1974,0.010955783
SUR,1975,0.014063108
SUR,1976,0.017433751
SUR,1977,0.020495607
SUR,1978,0.0237922
SUR,1979,0.026785443
SUR,1980,0.030046007
SUR,1981,0.033304982
SUR,1982,0.036539163
SUR,1983,0.039699707
SUR,1984,0.042980216
SUR,1985,0.046033449
SUR,1986,0.049340405
SUR,1987,0.052355204
SUR,1988,0.055633392
SUR,1989,0.05898039
SUR,1990,0.061967883
SUR,1991,0.065373927
SUR,1992,0.068465337
SUR,1993,0.071710207
SUR,1994,0.074838005
SUR,1995,0.078056656
