"Data Source","World Development Indicators",

"Last Updated Date","2020-04-09",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Aruba","ABW","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.7809982299805","63.9599990844727","64.7279968261719","65.5419998168945","64.5579986572266","64.8840026855469","65.129997253418","65.306999206543","65.5350036621094","65.8970031738281","66.4039993286133","64.318000793457","63.6479988098145","63.2980003356934","62.2449989318848","61.4539985656738","60.1839981079102","59.2939987182617","56.951000213623","54.685001373291","53.6199989318848","51.435001373291","49.8419990539551","48.451000213623","47.1139984130859","45.8030014038086","43.9889984130859","43.3839988708496","42.8390007019043",
"Angola","AGO","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.6290016174316","39.6599998474121","39.9010009765625","39.8009986877441","39.2760009765625","38.7330017089844","38.2599983215332","37.7999992370605","37.7719993591309","37.5149993896484","37.1259994506836","36.3160018920898","36.2830009460449","36.1660003662109","38.1710014343262","40.2330017089844","42.2449989318848","44.4199981689453","46.507999420166","48.898998260498","51.2179985046387","51.1399993896484","50.9949989318848","50.7680015563965","50.6030006408691","50.6220016479492","50.5579986572266","50.5180015563965","50.3800010681152",
"Albania","ALB","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.9140014648438","56.1339988708496","55.4700012207031","54.8409996032715","54.2569999694824","53.9580001831055","54.4990005493164","53.7039985656738","52.6510009765625","51.5909996032715","50.3470001220703","49.4129981994629","48.6150016784668","47.9029998779297","47.2140007019043","46.3129997253418","45.4990005493164","44.6559982299805","44.0519981384277","42.0839996337891","45.3880004882813","46.0429992675781","44.1980018615723","42.8889999389648","41.3629989624023","39.7589988708496","38.2039985656738","37.3139991760254","36.6910018920898",
"Andorra","AND","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.0582156806882","35.3573653002014","34.4569563248031","34.1571287107437","33.2697802751702","32.6406279206462","31.9966672248876","31.189598226213","30.5858998670914","30.7922903679762","29.9997801638436","29.2724726112834","29.4052742629799","29.2832893143384","28.3019614092823","27.4592221567102","26.8373896853413","26.0541530266735","24.8693232362925","23.6650838426467","23.3481422217183","22.4798706607439","22.3394342151228","22.1906727627498","21.5924958827371","21.1843763723881","20.7942749681543","20.4253652513976","20.1818798858205",
"United Arab Emirates","ARE","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.5019998550415","8.39900016784668","8.27999973297119","8.16300010681152","7.99599981307983","7.96600008010864","7.90199995040894","7.87099981307983","7.91300010681152","7.89599990844727","7.25400018692017","6.66599988937378","6.05600023269653","5.5479998588562","5.13100004196167","4.71799993515015","4.34499979019165","4.01200008392334","3.6710000038147","3.38299989700317","3.09400010108948","2.79800009727478","2.50799989700317","2.24200010299683","1.98500001430511","1.78400003910065","1.61600005626678","1.46399998664856","1.4099999666214",
"Argentina","ARG","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.342999994754791","0.402999997138977","0.453000009059906","0.451999992132187","0.623000025749207","0.763000011444092","0.795000016689301","0.763000011444092","0.741999983787537","0.672999978065491","0.833000004291534","0.982999980449677","1.39900004863739","1.49600005149841","1.27900004386902","1.05099999904633","1.11899995803833","1.19500005245209","1.23099994659424","1.27300000190735","0.635999977588654","0.61599999666214","0.619000017642975","0.549000024795532","0.261000007390976","0.125","0.0590000003576279","0.0949999988079071","0.0920000001788139",
"Armenia","ARM","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.8269996643066","45.7620010375977","46.0270004272461","45.7439994812012","45.4140014648438","45.0270004272461","44.7560005187988","44.1590003967285","43.810001373291","43.2490005493164","42.3250007629395","41.2210006713867","40.0769996643066","39.2809982299805","38.2789993286133","37.2929992675781","36.5299987792969","37.6599998474121","39.4539985656738","38.5960006713867","38.9290008544922","37.25","36.2760009765625","34.826000213623","35.3289985656738","33.5989990234375","31.3439998626709","30.4360008239746","29.6380004882813",
"American Samoa","ASM","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
